Labels	2AE_3APTMS_Br15_1M_1MHz_0	
149.414060	1.07000000E+2	
149.902340	1.03000000E+2	
150.390630	1.00000000E+2	
150.878910	1.44000000E+2	
151.367190	8.80000000E+1	
151.855470	9.50000000E+1	
152.343750	9.70000000E+1	
152.83200	1.16000000E+2	
153.320310	1.00000000E+2	
153.808590	1.20000000E+2	
154.296880	9.20000000E+1	
154.785160	1.24000000E+2	
155.273440	1.26000000E+2	
155.761720	1.21000000E+2	
156.2500	1.20000000E+2	
156.738280	1.08000000E+2	
157.226560	1.11000000E+2	
157.714840	1.08000000E+2	
158.203130	1.03000000E+2	
158.691410	1.06000000E+2	
159.179690	1.12000000E+2	
159.66800	1.10000000E+2	
160.156250	1.06000000E+2	
160.644530	9.20000000E+1	
161.132810	1.09000000E+2	
161.621090	1.18000000E+2	
162.109380	9.20000000E+1	
162.597660	9.40000000E+1	
163.085940	1.13000000E+2	
163.574220	9.30000000E+1	
164.062500	1.01000000E+2	
164.550780	1.16000000E+2	
165.039060	1.17000000E+2	
165.527340	1.01000000E+2	
166.015630	9.90000000E+1	
166.503910	1.04000000E+2	
166.992190	1.13000000E+2	
167.480470	1.13000000E+2	
167.968750	8.70000000E+1	
168.45700	9.80000000E+1	
168.945310	8.30000000E+1	
169.433590	9.60000000E+1	
169.921880	1.06000000E+2	
170.410160	9.80000000E+1	
170.898440	8.60000000E+1	
171.386720	7.90000000E+1	
171.87500	8.80000000E+1	
172.363280	1.05000000E+2	
172.851560	9.60000000E+1	
173.339840	9.60000000E+1	
173.828130	8.80000000E+1	
174.316410	9.30000000E+1	
174.804690	1.00000000E+2	
175.29300	1.12000000E+2	
175.781250	1.05000000E+2	
176.269530	8.30000000E+1	
176.757810	9.50000000E+1	
177.246090	8.00000000E+1	
177.734380	1.06000000E+2	
178.222660	1.02000000E+2	
178.710940	8.70000000E+1	
179.199220	7.90000000E+1	
179.687500	8.00000000E+1	
180.175780	9.90000000E+1	
180.664060	9.70000000E+1	
181.152340	9.80000000E+1	
181.640630	8.10000000E+1	
182.128910	1.04000000E+2	
182.617190	8.60000000E+1	
183.105470	9.00000000E+1	
183.593750	7.90000000E+1	
184.08200	1.14000000E+2	
184.570310	8.10000000E+1	
185.058590	8.60000000E+1	
185.546880	9.50000000E+1	
186.035160	9.40000000E+1	
186.523440	9.90000000E+1	
187.011720	8.10000000E+1	
187.500	7.50000000E+1	
187.988280	8.60000000E+1	
188.476560	9.20000000E+1	
188.964840	8.20000000E+1	
189.453130	7.10000000E+1	
189.941410	9.60000000E+1	
190.429690	7.80000000E+1	
190.91800	9.50000000E+1	
191.406250	7.90000000E+1	
191.894530	9.20000000E+1	
192.382810	7.90000000E+1	
192.871090	9.00000000E+1	
193.359380	7.90000000E+1	
193.847660	1.03000000E+2	
194.335940	9.30000000E+1	
194.824220	8.80000000E+1	
195.312500	8.20000000E+1	
195.800780	8.90000000E+1	
196.289060	8.30000000E+1	
196.777340	8.70000000E+1	
197.265630	9.00000000E+1	
197.753910	6.90000000E+1	
198.242190	8.40000000E+1	
198.730470	8.50000000E+1	
199.218750	6.90000000E+1	
199.70700	8.10000000E+1	
200.195310	8.90000000E+1	
200.683590	9.30000000E+1	
201.171880	1.02000000E+2	
201.660160	7.50000000E+1	
202.148440	9.40000000E+1	
202.636720	7.70000000E+1	
203.12500	9.00000000E+1	
203.613280	7.60000000E+1	
204.101560	8.50000000E+1	
204.589840	8.40000000E+1	
205.078130	8.70000000E+1	
205.566410	6.80000000E+1	
206.054690	8.60000000E+1	
206.54300	8.50000000E+1	
207.031250	8.10000000E+1	
207.519530	7.50000000E+1	
208.007810	8.70000000E+1	
208.496090	8.10000000E+1	
208.984380	9.50000000E+1	
209.472660	7.10000000E+1	
209.960940	7.00000000E+1	
210.449220	6.60000000E+1	
210.937500	8.30000000E+1	
211.425780	8.40000000E+1	
211.914060	7.90000000E+1	
212.402340	8.30000000E+1	
212.890630	6.00000000E+1	
213.378910	7.80000000E+1	
213.867190	7.00000000E+1	
214.355470	8.10000000E+1	
214.843750	9.10000000E+1	
215.33200	8.20000000E+1	
215.820310	7.10000000E+1	
216.308590	6.90000000E+1	
216.796880	6.90000000E+1	
217.285160	8.50000000E+1	
217.773440	7.00000000E+1	
218.261720	7.60000000E+1	
218.7500	8.00000000E+1	
219.238280	6.80000000E+1	
219.726560	7.80000000E+1	
220.214840	7.90000000E+1	
220.703130	6.50000000E+1	
221.191410	7.70000000E+1	
221.679690	7.90000000E+1	
222.16800	7.20000000E+1	
222.656250	6.60000000E+1	
223.144530	8.60000000E+1	
223.632810	8.60000000E+1	
224.121090	6.40000000E+1	
224.609380	7.70000000E+1	
225.097660	8.10000000E+1	
225.585940	7.50000000E+1	
226.074220	7.70000000E+1	
226.562500	8.20000000E+1	
227.050780	7.30000000E+1	
227.539060	7.00000000E+1	
228.027340	7.00000000E+1	
228.515630	7.00000000E+1	
229.003910	8.30000000E+1	
229.492190	6.90000000E+1	
229.980470	8.60000000E+1	
230.468750	7.30000000E+1	
230.95700	8.00000000E+1	
231.445310	7.40000000E+1	
231.933590	7.10000000E+1	
232.421880	5.60000000E+1	
232.910160	6.40000000E+1	
233.398440	7.50000000E+1	
233.886720	7.60000000E+1	
234.37500	6.10000000E+1	
234.863280	6.90000000E+1	
235.351560	7.40000000E+1	
235.839840	7.30000000E+1	
236.328130	6.10000000E+1	
236.816410	7.30000000E+1	
237.304690	5.90000000E+1	
237.79300	7.40000000E+1	
238.281250	6.70000000E+1	
238.769530	9.60000000E+1	
239.257810	6.90000000E+1	
239.746090	6.70000000E+1	
240.234380	7.20000000E+1	
240.722660	6.10000000E+1	
241.210940	7.00000000E+1	
241.699220	6.80000000E+1	
242.187500	6.30000000E+1	
242.675780	7.80000000E+1	
243.164060	7.90000000E+1	
243.652340	7.60000000E+1	
244.140630	6.60000000E+1	
244.628910	6.30000000E+1	
245.117190	6.90000000E+1	
245.605470	6.30000000E+1	
246.093750	6.80000000E+1	
246.58200	6.80000000E+1	
247.070310	6.40000000E+1	
247.558590	7.10000000E+1	
248.046880	6.80000000E+1	
248.535160	8.20000000E+1	
249.023440	8.40000000E+1	
249.511720	5.40000000E+1	
250.00	6.10000000E+1	
250.488280	6.70000000E+1	
250.976560	5.20000000E+1	
251.464840	5.00000000E+1	
251.953130	6.00000000E+1	
252.441410	7.10000000E+1	
252.929690	5.20000000E+1	
253.41800	6.00000000E+1	
253.906250	6.60000000E+1	
254.394530	6.10000000E+1	
254.882810	6.80000000E+1	
255.371090	5.10000000E+1	
255.859380	5.50000000E+1	
256.347660	6.20000000E+1	
256.835940	5.80000000E+1	
257.324220	6.30000000E+1	
257.812500	6.40000000E+1	
258.300780	7.30000000E+1	
258.789060	4.30000000E+1	
259.277340	7.50000000E+1	
259.765630	6.00000000E+1	
260.253910	7.90000000E+1	
260.742190	7.30000000E+1	
261.230470	6.60000000E+1	
261.718750	6.20000000E+1	
262.20700	6.10000000E+1	
262.695310	5.50000000E+1	
263.183590	7.50000000E+1	
263.671880	4.50000000E+1	
264.160160	5.50000000E+1	
264.648440	6.20000000E+1	
265.136720	5.40000000E+1	
265.62500	7.40000000E+1	
266.113280	7.50000000E+1	
266.601560	6.80000000E+1	
267.089840	5.20000000E+1	
267.578130	6.30000000E+1	
268.066410	7.20000000E+1	
268.554690	6.50000000E+1	
269.04300	6.70000000E+1	
269.531250	6.60000000E+1	
270.019530	5.90000000E+1	
270.507810	6.00000000E+1	
270.996090	5.60000000E+1	
271.484380	6.20000000E+1	
271.972660	5.40000000E+1	
272.460940	5.30000000E+1	
272.949220	6.40000000E+1	
273.437500	6.30000000E+1	
273.925780	6.60000000E+1	
274.414060	6.40000000E+1	
274.902340	5.80000000E+1	
275.390630	5.00000000E+1	
275.878910	5.60000000E+1	
276.367190	5.00000000E+1	
276.855470	4.20000000E+1	
277.343750	5.80000000E+1	
277.83200	4.60000000E+1	
278.320310	5.50000000E+1	
278.808590	5.50000000E+1	
279.296880	4.90000000E+1	
279.785160	5.90000000E+1	
280.273440	5.20000000E+1	
280.761720	6.50000000E+1	
281.2500	5.00000000E+1	
281.738280	5.40000000E+1	
282.226560	6.60000000E+1	
282.714840	4.90000000E+1	
283.203130	6.10000000E+1	
283.691410	5.50000000E+1	
284.179690	6.50000000E+1	
284.66800	4.40000000E+1	
285.156250	4.80000000E+1	
285.644530	5.20000000E+1	
286.132810	5.60000000E+1	
286.621090	5.90000000E+1	
287.109380	6.70000000E+1	
287.597660	6.20000000E+1	
288.085940	6.00000000E+1	
288.574220	5.30000000E+1	
289.062500	4.50000000E+1	
289.550780	4.70000000E+1	
290.039060	6.40000000E+1	
290.527340	7.00000000E+1	
291.015630	5.00000000E+1	
291.503910	6.60000000E+1	
291.992190	5.70000000E+1	
292.480470	5.90000000E+1	
292.968750	4.70000000E+1	
293.45700	6.20000000E+1	
293.945310	5.00000000E+1	
294.433590	4.20000000E+1	
294.921880	5.20000000E+1	
295.410160	5.20000000E+1	
295.898440	5.50000000E+1	
296.386720	5.20000000E+1	
296.87500	5.20000000E+1	
297.363280	5.20000000E+1	
297.851560	5.50000000E+1	
298.339840	6.90000000E+1	
298.828130	4.70000000E+1	
299.316410	5.30000000E+1	
299.804690	5.50000000E+1	
300.29300	6.60000000E+1	
300.781250	5.20000000E+1	
301.269530	5.20000000E+1	
301.757810	5.20000000E+1	
302.246090	4.20000000E+1	
302.734380	5.00000000E+1	
303.222660	5.50000000E+1	
303.710940	6.30000000E+1	
304.199220	4.70000000E+1	
304.687500	4.60000000E+1	
305.175780	4.70000000E+1	
305.664060	5.90000000E+1	
306.152340	4.60000000E+1	
306.640630	5.50000000E+1	
307.128910	3.40000000E+1	
307.617190	3.70000000E+1	
308.105470	4.20000000E+1	
308.593750	4.60000000E+1	
309.08200	4.00000000E+1	
309.570310	4.90000000E+1	
310.058590	4.80000000E+1	
310.546880	4.50000000E+1	
311.035160	6.60000000E+1	
311.523440	4.20000000E+1	
312.011720	4.90000000E+1	
312.500	4.30000000E+1	
312.988280	5.60000000E+1	
313.476560	4.70000000E+1	
313.964840	5.70000000E+1	
314.453130	4.70000000E+1	
314.941410	4.30000000E+1	
315.429690	5.20000000E+1	
315.91800	4.30000000E+1	
316.406250	4.80000000E+1	
316.894530	5.00000000E+1	
317.382810	4.50000000E+1	
317.871090	5.60000000E+1	
318.359380	5.10000000E+1	
318.847660	5.00000000E+1	
319.335940	6.60000000E+1	
319.824220	4.60000000E+1	
320.312500	3.70000000E+1	
320.800780	3.50000000E+1	
321.289060	4.00000000E+1	
321.777340	4.10000000E+1	
322.265630	4.90000000E+1	
322.753910	4.50000000E+1	
323.242190	4.90000000E+1	
323.730470	4.80000000E+1	
324.218750	3.20000000E+1	
324.70700	4.30000000E+1	
325.195310	3.90000000E+1	
325.683590	4.00000000E+1	
326.171880	4.90000000E+1	
326.660160	4.30000000E+1	
327.148440	4.60000000E+1	
327.636720	3.60000000E+1	
328.12500	3.50000000E+1	
328.613280	4.50000000E+1	
329.101560	3.60000000E+1	
329.589840	3.90000000E+1	
330.078130	5.70000000E+1	
330.566410	4.40000000E+1	
331.054690	5.80000000E+1	
331.54300	3.60000000E+1	
332.031250	5.00000000E+1	
332.519530	5.50000000E+1	
333.007810	4.10000000E+1	
333.496090	5.40000000E+1	
333.984380	5.00000000E+1	
334.472660	4.50000000E+1	
334.960940	4.80000000E+1	
335.449220	4.40000000E+1	
335.937500	3.50000000E+1	
336.425780	4.90000000E+1	
336.914060	3.60000000E+1	
337.402340	4.70000000E+1	
337.890630	4.10000000E+1	
338.378910	4.00000000E+1	
338.867190	4.30000000E+1	
339.355470	5.30000000E+1	
339.843750	3.80000000E+1	
340.33200	4.20000000E+1	
340.820310	3.70000000E+1	
341.308590	5.20000000E+1	
341.796880	4.10000000E+1	
342.285160	5.00000000E+1	
342.773440	4.50000000E+1	
343.261720	4.70000000E+1	
343.7500	3.40000000E+1	
344.238280	4.40000000E+1	
344.726560	5.20000000E+1	
345.214840	3.60000000E+1	
345.703130	4.00000000E+1	
346.191410	3.50000000E+1	
346.679690	3.70000000E+1	
347.16800	4.50000000E+1	
347.656250	3.30000000E+1	
348.144530	4.80000000E+1	
348.632810	3.40000000E+1	
349.121090	4.30000000E+1	
349.609380	4.20000000E+1	
350.097660	4.00000000E+1	
350.585940	3.70000000E+1	
351.074220	4.70000000E+1	
351.562500	5.30000000E+1	
352.050780	4.20000000E+1	
352.539060	3.10000000E+1	
353.027340	3.90000000E+1	
353.515630	4.30000000E+1	
354.003910	4.00000000E+1	
354.492190	4.30000000E+1	
354.980470	5.40000000E+1	
355.468750	3.50000000E+1	
355.95700	3.40000000E+1	
356.445310	3.20000000E+1	
356.933590	3.90000000E+1	
357.421880	3.90000000E+1	
357.910160	3.10000000E+1	
358.398440	3.10000000E+1	
358.886720	3.50000000E+1	
359.37500	3.70000000E+1	
359.863280	4.00000000E+1	
360.351560	5.00000000E+1	
360.839840	3.80000000E+1	
361.328130	3.40000000E+1	
361.816410	3.90000000E+1	
362.304690	3.50000000E+1	
362.79300	4.40000000E+1	
363.281250	4.30000000E+1	
363.769530	3.60000000E+1	
364.257810	3.40000000E+1	
364.746090	4.50000000E+1	
365.234380	2.50000000E+1	
365.722660	3.40000000E+1	
366.210940	2.70000000E+1	
366.699220	3.50000000E+1	
367.187500	4.00000000E+1	
367.675780	3.10000000E+1	
368.164060	3.60000000E+1	
368.652340	3.50000000E+1	
369.140630	3.90000000E+1	
369.628910	4.00000000E+1	
370.117190	4.10000000E+1	
370.605470	4.10000000E+1	
371.093750	3.10000000E+1	
371.58200	4.50000000E+1	
372.070310	4.40000000E+1	
372.558590	3.50000000E+1	
373.046880	3.40000000E+1	
373.535160	3.30000000E+1	
374.023440	4.60000000E+1	
374.511720	3.70000000E+1	
375.00	3.90000000E+1	
375.488280	3.70000000E+1	
375.976560	3.20000000E+1	
376.464840	2.60000000E+1	
376.953130	4.50000000E+1	
377.441410	3.40000000E+1	
377.929690	3.90000000E+1	
378.41800	3.00000000E+1	
378.906250	3.80000000E+1	
379.394530	3.20000000E+1	
379.882810	3.60000000E+1	
380.371090	3.90000000E+1	
380.859380	3.60000000E+1	
381.347660	3.30000000E+1	
381.835940	4.00000000E+1	
382.324220	2.90000000E+1	
382.812500	3.50000000E+1	
383.300780	3.50000000E+1	
383.789060	2.90000000E+1	
384.277340	4.30000000E+1	
384.765630	3.70000000E+1	
385.253910	3.00000000E+1	
385.742190	2.80000000E+1	
386.230470	4.20000000E+1	
386.718750	3.00000000E+1	
387.20700	2.80000000E+1	
387.695310	2.20000000E+1	
388.183590	3.00000000E+1	
388.671880	3.20000000E+1	
389.160160	2.90000000E+1	
389.648440	2.90000000E+1	
390.136720	3.60000000E+1	
390.62500	2.70000000E+1	
391.113280	3.40000000E+1	
391.601560	3.50000000E+1	
392.089840	3.30000000E+1	
392.578130	4.00000000E+1	
393.066410	3.10000000E+1	
393.554690	3.20000000E+1	
394.04300	3.00000000E+1	
394.531250	2.80000000E+1	
395.019530	3.80000000E+1	
395.507810	3.20000000E+1	
395.996090	4.30000000E+1	
396.484380	2.60000000E+1	
396.972660	3.70000000E+1	
397.460940	2.60000000E+1	
397.949220	4.50000000E+1	
398.437500	3.20000000E+1	
398.925780	3.00000000E+1	
399.414060	3.60000000E+1	
399.902340	3.10000000E+1	
400.390630	2.70000000E+1	
400.878910	3.00000000E+1	
401.367190	3.10000000E+1	
401.855470	3.30000000E+1	
402.343750	2.90000000E+1	
402.83200	2.70000000E+1	
403.320310	2.80000000E+1	
403.808590	3.30000000E+1	
404.296880	3.10000000E+1	
404.785160	3.30000000E+1	
405.273440	4.60000000E+1	
405.761720	3.00000000E+1	
406.2500	3.10000000E+1	
406.738280	3.20000000E+1	
407.226560	3.30000000E+1	
407.714840	2.30000000E+1	
408.203130	4.10000000E+1	
408.691410	3.90000000E+1	
409.179690	3.80000000E+1	
409.66800	3.00000000E+1	
410.156250	2.80000000E+1	
410.644530	3.40000000E+1	
411.132810	3.60000000E+1	
411.621090	3.40000000E+1	
412.109380	3.50000000E+1	
412.597660	2.90000000E+1	
413.085940	4.00000000E+1	
413.574220	3.10000000E+1	
414.062500	2.70000000E+1	
414.550780	2.80000000E+1	
415.039060	2.90000000E+1	
415.527340	2.60000000E+1	
416.015630	2.00000000E+1	
416.503910	3.30000000E+1	
416.992190	2.40000000E+1	
417.480470	2.50000000E+1	
417.968750	2.70000000E+1	
418.45700	2.60000000E+1	
418.945310	3.30000000E+1	
419.433590	3.40000000E+1	
419.921880	2.80000000E+1	
420.410160	2.70000000E+1	
420.898440	3.80000000E+1	
421.386720	3.80000000E+1	
421.87500	3.70000000E+1	
422.363280	3.60000000E+1	
422.851560	3.50000000E+1	
423.339840	2.10000000E+1	
423.828130	2.20000000E+1	
424.316410	2.90000000E+1	
424.804690	2.70000000E+1	
425.29300	2.70000000E+1	
425.781250	3.30000000E+1	
426.269530	3.40000000E+1	
426.757810	3.10000000E+1	
427.246090	2.60000000E+1	
427.734380	2.30000000E+1	
428.222660	2.60000000E+1	
428.710940	3.10000000E+1	
429.199220	2.50000000E+1	
429.687500	2.80000000E+1	
430.175780	3.30000000E+1	
430.664060	3.80000000E+1	
431.152340	3.00000000E+1	
431.640630	3.00000000E+1	
432.128910	3.10000000E+1	
432.617190	3.30000000E+1	
433.105470	3.10000000E+1	
433.593750	2.60000000E+1	
434.08200	4.00000000E+1	
434.570310	2.30000000E+1	
435.058590	3.00000000E+1	
435.546880	3.00000000E+1	
436.035160	3.00000000E+1	
436.523440	3.30000000E+1	
437.011720	2.50000000E+1	
437.500	2.00000000E+1	
437.988280	2.60000000E+1	
438.476560	2.90000000E+1	
438.964840	3.60000000E+1	
439.453130	2.90000000E+1	
439.941410	3.40000000E+1	
440.429690	2.80000000E+1	
440.91800	2.60000000E+1	
441.406250	2.90000000E+1	
441.894530	2.40000000E+1	
442.382810	2.40000000E+1	
442.871090	2.10000000E+1	
443.359380	2.00000000E+1	
443.847660	2.50000000E+1	
444.335940	2.30000000E+1	
444.824220	2.90000000E+1	
445.312500	2.40000000E+1	
445.800780	2.50000000E+1	
446.289060	1.60000000E+1	
446.777340	3.10000000E+1	
447.265630	3.20000000E+1	
447.753910	2.60000000E+1	
448.242190	2.80000000E+1	
448.730470	2.30000000E+1	
449.218750	2.40000000E+1	
449.70700	2.50000000E+1	
450.195310	2.40000000E+1	
