Labels	APTES_br15_7%excess_500kHz_0	
149.414060	2.20000000E+1	
149.902340	2.30000000E+1	
150.390630	2.00000000E+1	
150.878910	2.10000000E+1	
151.367190	1.20000000E+1	
151.855470	1.80000000E+1	
152.343750	1.80000000E+1	
152.83200	1.50000000E+1	
153.320310	1.40000000E+1	
153.808590	1.80000000E+1	
154.296880	2.30000000E+1	
154.785160	1.50000000E+1	
155.273440	2.00000000E+1	
155.761720	2.10000000E+1	
156.2500	1.50000000E+1	
156.738280	9.00000000E+0	
157.226560	1.10000000E+1	
157.714840	1.30000000E+1	
158.203130	1.40000000E+1	
158.691410	1.40000000E+1	
159.179690	1.70000000E+1	
159.66800	2.90000000E+1	
160.156250	1.30000000E+1	
160.644530	1.30000000E+1	
161.132810	2.60000000E+1	
161.621090	1.60000000E+1	
162.109380	2.40000000E+1	
162.597660	2.80000000E+1	
163.085940	1.90000000E+1	
163.574220	2.00000000E+1	
164.062500	1.90000000E+1	
164.550780	1.40000000E+1	
165.039060	1.90000000E+1	
165.527340	2.40000000E+1	
166.015630	1.70000000E+1	
166.503910	1.80000000E+1	
166.992190	1.60000000E+1	
167.480470	1.90000000E+1	
167.968750	1.40000000E+1	
168.45700	1.80000000E+1	
168.945310	2.20000000E+1	
169.433590	1.60000000E+1	
169.921880	9.00000000E+0	
170.410160	1.10000000E+1	
170.898440	1.40000000E+1	
171.386720	1.30000000E+1	
171.87500	1.80000000E+1	
172.363280	1.10000000E+1	
172.851560	2.40000000E+1	
173.339840	1.60000000E+1	
173.828130	1.70000000E+1	
174.316410	2.10000000E+1	
174.804690	2.20000000E+1	
175.29300	1.50000000E+1	
175.781250	1.90000000E+1	
176.269530	1.60000000E+1	
176.757810	1.80000000E+1	
177.246090	2.10000000E+1	
177.734380	1.90000000E+1	
178.222660	1.60000000E+1	
178.710940	1.60000000E+1	
179.199220	1.90000000E+1	
179.687500	1.60000000E+1	
180.175780	1.40000000E+1	
180.664060	1.20000000E+1	
181.152340	1.20000000E+1	
181.640630	1.60000000E+1	
182.128910	1.30000000E+1	
182.617190	1.40000000E+1	
183.105470	1.70000000E+1	
183.593750	1.40000000E+1	
184.08200	1.40000000E+1	
184.570310	1.50000000E+1	
185.058590	1.50000000E+1	
185.546880	2.30000000E+1	
186.035160	1.80000000E+1	
186.523440	1.00000000E+1	
187.011720	1.40000000E+1	
187.500	1.90000000E+1	
187.988280	1.60000000E+1	
188.476560	1.90000000E+1	
188.964840	1.90000000E+1	
189.453130	1.40000000E+1	
189.941410	1.30000000E+1	
190.429690	1.50000000E+1	
190.91800	8.00000000E+0	
191.406250	1.50000000E+1	
191.894530	8.00000000E+0	
192.382810	1.30000000E+1	
192.871090	1.80000000E+1	
193.359380	1.50000000E+1	
193.847660	8.00000000E+0	
194.335940	1.20000000E+1	
194.824220	1.30000000E+1	
195.312500	1.50000000E+1	
195.800780	1.50000000E+1	
196.289060	1.20000000E+1	
196.777340	1.30000000E+1	
197.265630	1.60000000E+1	
197.753910	1.30000000E+1	
198.242190	1.30000000E+1	
198.730470	1.90000000E+1	
199.218750	1.00000000E+1	
199.70700	1.80000000E+1	
200.195310	1.00000000E+1	
200.683590	6.00000000E+0	
201.171880	1.10000000E+1	
201.660160	7.00000000E+0	
202.148440	1.30000000E+1	
202.636720	1.40000000E+1	
203.12500	1.10000000E+1	
203.613280	1.50000000E+1	
204.101560	1.20000000E+1	
204.589840	2.00000000E+1	
205.078130	1.60000000E+1	
205.566410	9.00000000E+0	
206.054690	1.00000000E+1	
206.54300	7.00000000E+0	
207.031250	1.80000000E+1	
207.519530	1.20000000E+1	
208.007810	2.10000000E+1	
208.496090	1.40000000E+1	
208.984380	1.00000000E+1	
209.472660	1.60000000E+1	
209.960940	1.20000000E+1	
210.449220	1.50000000E+1	
210.937500	1.10000000E+1	
211.425780	1.30000000E+1	
211.914060	1.90000000E+1	
212.402340	1.30000000E+1	
212.890630	1.00000000E+1	
213.378910	1.00000000E+1	
213.867190	8.00000000E+0	
214.355470	1.50000000E+1	
214.843750	1.30000000E+1	
215.33200	9.00000000E+0	
215.820310	1.10000000E+1	
216.308590	9.00000000E+0	
216.796880	8.00000000E+0	
217.285160	1.10000000E+1	
217.773440	1.10000000E+1	
218.261720	1.60000000E+1	
218.7500	1.70000000E+1	
219.238280	1.30000000E+1	
219.726560	1.10000000E+1	
220.214840	1.10000000E+1	
220.703130	1.80000000E+1	
221.191410	1.50000000E+1	
221.679690	1.70000000E+1	
222.16800	1.40000000E+1	
222.656250	1.90000000E+1	
223.144530	1.10000000E+1	
223.632810	1.70000000E+1	
224.121090	1.40000000E+1	
224.609380	1.70000000E+1	
225.097660	1.40000000E+1	
225.585940	1.60000000E+1	
226.074220	1.50000000E+1	
226.562500	1.40000000E+1	
227.050780	1.40000000E+1	
227.539060	1.50000000E+1	
228.027340	8.00000000E+0	
228.515630	2.20000000E+1	
229.003910	2.00000000E+1	
229.492190	1.10000000E+1	
229.980470	1.80000000E+1	
230.468750	1.90000000E+1	
230.95700	1.00000000E+1	
231.445310	1.40000000E+1	
231.933590	1.60000000E+1	
232.421880	1.50000000E+1	
232.910160	1.30000000E+1	
233.398440	1.30000000E+1	
233.886720	1.70000000E+1	
234.37500	1.70000000E+1	
234.863280	1.30000000E+1	
235.351560	1.50000000E+1	
235.839840	1.10000000E+1	
236.328130	2.20000000E+1	
236.816410	1.10000000E+1	
237.304690	2.10000000E+1	
237.79300	2.00000000E+1	
238.281250	1.20000000E+1	
238.769530	1.30000000E+1	
239.257810	7.00000000E+0	
239.746090	1.10000000E+1	
240.234380	1.50000000E+1	
240.722660	1.00000000E+1	
241.210940	1.00000000E+1	
241.699220	1.30000000E+1	
242.187500	1.10000000E+1	
242.675780	1.00000000E+1	
243.164060	2.50000000E+1	
243.652340	7.00000000E+0	
244.140630	1.70000000E+1	
244.628910	1.10000000E+1	
245.117190	1.00000000E+1	
245.605470	1.50000000E+1	
246.093750	8.00000000E+0	
246.58200	2.00000000E+1	
247.070310	1.70000000E+1	
247.558590	9.00000000E+0	
248.046880	7.00000000E+0	
248.535160	2.00000000E+1	
249.023440	9.00000000E+0	
249.511720	9.00000000E+0	
250.00	1.00000000E+1	
250.488280	1.50000000E+1	
250.976560	1.40000000E+1	
251.464840	1.30000000E+1	
251.953130	1.70000000E+1	
252.441410	1.40000000E+1	
252.929690	1.50000000E+1	
253.41800	7.00000000E+0	
253.906250	1.00000000E+1	
254.394530	1.40000000E+1	
254.882810	1.80000000E+1	
255.371090	1.10000000E+1	
255.859380	1.40000000E+1	
256.347660	1.40000000E+1	
256.835940	1.10000000E+1	
257.324220	1.10000000E+1	
257.812500	1.00000000E+1	
258.300780	8.00000000E+0	
258.789060	1.00000000E+1	
259.277340	1.80000000E+1	
259.765630	8.00000000E+0	
260.253910	1.10000000E+1	
260.742190	1.30000000E+1	
261.230470	1.20000000E+1	
261.718750	1.20000000E+1	
262.20700	1.00000000E+1	
262.695310	1.60000000E+1	
263.183590	9.00000000E+0	
263.671880	1.30000000E+1	
264.160160	1.70000000E+1	
264.648440	9.00000000E+0	
265.136720	9.00000000E+0	
265.62500	9.00000000E+0	
266.113280	1.20000000E+1	
266.601560	1.30000000E+1	
267.089840	1.10000000E+1	
267.578130	6.00000000E+0	
268.066410	8.00000000E+0	
268.554690	1.80000000E+1	
269.04300	6.00000000E+0	
269.531250	9.00000000E+0	
270.019530	1.10000000E+1	
270.507810	1.30000000E+1	
270.996090	9.00000000E+0	
271.484380	7.00000000E+0	
271.972660	8.00000000E+0	
272.460940	1.30000000E+1	
272.949220	1.10000000E+1	
273.437500	1.10000000E+1	
273.925780	1.20000000E+1	
274.414060	7.00000000E+0	
274.902340	1.50000000E+1	
275.390630	9.00000000E+0	
275.878910	1.70000000E+1	
276.367190	1.70000000E+1	
276.855470	1.60000000E+1	
277.343750	8.00000000E+0	
277.83200	2.00000000E+1	
278.320310	1.30000000E+1	
278.808590	1.20000000E+1	
279.296880	6.00000000E+0	
279.785160	1.10000000E+1	
280.273440	1.60000000E+1	
280.761720	1.10000000E+1	
281.2500	1.10000000E+1	
281.738280	1.00000000E+1	
282.226560	1.70000000E+1	
282.714840	1.10000000E+1	
283.203130	1.40000000E+1	
283.691410	1.70000000E+1	
284.179690	1.50000000E+1	
284.66800	1.10000000E+1	
285.156250	1.70000000E+1	
285.644530	1.20000000E+1	
286.132810	8.00000000E+0	
286.621090	8.00000000E+0	
287.109380	1.20000000E+1	
287.597660	7.00000000E+0	
288.085940	1.00000000E+1	
288.574220	1.40000000E+1	
289.062500	1.00000000E+1	
289.550780	1.70000000E+1	
290.039060	1.10000000E+1	
290.527340	9.00000000E+0	
291.015630	1.00000000E+1	
291.503910	1.10000000E+1	
291.992190	6.00000000E+0	
292.480470	9.00000000E+0	
292.968750	1.30000000E+1	
293.45700	9.00000000E+0	
293.945310	5.00000000E+0	
294.433590	7.00000000E+0	
294.921880	6.00000000E+0	
295.410160	1.00000000E+1	
295.898440	1.90000000E+1	
296.386720	8.00000000E+0	
296.87500	8.00000000E+0	
297.363280	1.20000000E+1	
297.851560	1.40000000E+1	
298.339840	9.00000000E+0	
298.828130	8.00000000E+0	
299.316410	8.00000000E+0	
299.804690	1.30000000E+1	
300.29300	7.00000000E+0	
300.781250	1.10000000E+1	
301.269530	1.20000000E+1	
301.757810	1.40000000E+1	
302.246090	1.20000000E+1	
302.734380	1.30000000E+1	
303.222660	1.30000000E+1	
303.710940	1.50000000E+1	
304.199220	1.20000000E+1	
304.687500	1.10000000E+1	
305.175780	5.00000000E+0	
305.664060	9.00000000E+0	
306.152340	1.30000000E+1	
306.640630	7.00000000E+0	
307.128910	1.30000000E+1	
307.617190	6.00000000E+0	
308.105470	1.40000000E+1	
308.593750	1.50000000E+1	
309.08200	1.00000000E+1	
309.570310	7.00000000E+0	
310.058590	9.00000000E+0	
310.546880	1.00000000E+1	
311.035160	5.00000000E+0	
311.523440	1.00000000E+1	
312.011720	9.00000000E+0	
312.500	1.00000000E+1	
312.988280	1.30000000E+1	
313.476560	1.00000000E+1	
313.964840	6.00000000E+0	
314.453130	7.00000000E+0	
314.941410	1.20000000E+1	
315.429690	1.50000000E+1	
315.91800	8.00000000E+0	
316.406250	1.00000000E+1	
316.894530	9.00000000E+0	
317.382810	1.30000000E+1	
317.871090	1.10000000E+1	
318.359380	1.00000000E+1	
318.847660	6.00000000E+0	
319.335940	8.00000000E+0	
319.824220	1.30000000E+1	
320.312500	1.70000000E+1	
320.800780	7.00000000E+0	
321.289060	8.00000000E+0	
321.777340	1.00000000E+1	
322.265630	1.40000000E+1	
322.753910	1.40000000E+1	
323.242190	1.00000000E+1	
323.730470	6.00000000E+0	
324.218750	1.30000000E+1	
324.70700	1.20000000E+1	
325.195310	6.00000000E+0	
325.683590	1.40000000E+1	
326.171880	1.50000000E+1	
326.660160	9.00000000E+0	
327.148440	1.20000000E+1	
327.636720	1.20000000E+1	
328.12500	1.30000000E+1	
328.613280	1.20000000E+1	
329.101560	9.00000000E+0	
329.589840	1.10000000E+1	
330.078130	1.20000000E+1	
330.566410	1.00000000E+1	
331.054690	1.00000000E+1	
331.54300	1.30000000E+1	
332.031250	4.00000000E+0	
332.519530	8.00000000E+0	
333.007810	1.00000000E+1	
333.496090	1.20000000E+1	
333.984380	1.20000000E+1	
334.472660	1.10000000E+1	
334.960940	4.00000000E+0	
335.449220	1.00000000E+1	
335.937500	3.00000000E+0	
336.425780	9.00000000E+0	
336.914060	9.00000000E+0	
337.402340	1.30000000E+1	
337.890630	1.50000000E+1	
338.378910	1.70000000E+1	
338.867190	6.00000000E+0	
339.355470	1.50000000E+1	
339.843750	1.50000000E+1	
340.33200	9.00000000E+0	
340.820310	6.00000000E+0	
341.308590	8.00000000E+0	
341.796880	1.10000000E+1	
342.285160	3.00000000E+0	
342.773440	4.00000000E+0	
343.261720	9.00000000E+0	
343.7500	1.10000000E+1	
344.238280	7.00000000E+0	
344.726560	9.00000000E+0	
345.214840	1.20000000E+1	
345.703130	1.00000000E+1	
346.191410	9.00000000E+0	
346.679690	1.10000000E+1	
347.16800	1.20000000E+1	
347.656250	9.00000000E+0	
348.144530	1.00000000E+1	
348.632810	9.00000000E+0	
349.121090	1.80000000E+1	
349.609380	5.00000000E+0	
350.097660	1.00000000E+1	
350.585940	7.00000000E+0	
351.074220	1.00000000E+1	
351.562500	8.00000000E+0	
352.050780	9.00000000E+0	
352.539060	7.00000000E+0	
353.027340	5.00000000E+0	
353.515630	8.00000000E+0	
354.003910	7.00000000E+0	
354.492190	5.00000000E+0	
354.980470	7.00000000E+0	
355.468750	7.00000000E+0	
355.95700	7.00000000E+0	
356.445310	1.00000000E+1	
356.933590	1.10000000E+1	
357.421880	9.00000000E+0	
357.910160	1.00000000E+1	
358.398440	5.00000000E+0	
358.886720	6.00000000E+0	
359.37500	5.00000000E+0	
359.863280	7.00000000E+0	
360.351560	1.00000000E+1	
360.839840	1.10000000E+1	
361.328130	1.20000000E+1	
361.816410	1.00000000E+1	
362.304690	1.00000000E+1	
362.79300	8.00000000E+0	
363.281250	1.20000000E+1	
363.769530	6.00000000E+0	
364.257810	1.10000000E+1	
364.746090	1.10000000E+1	
365.234380	1.20000000E+1	
365.722660	1.00000000E+1	
366.210940	3.00000000E+0	
366.699220	5.00000000E+0	
367.187500	8.00000000E+0	
367.675780	1.20000000E+1	
368.164060	8.00000000E+0	
368.652340	4.00000000E+0	
369.140630	9.00000000E+0	
369.628910	7.00000000E+0	
370.117190	8.00000000E+0	
370.605470	9.00000000E+0	
371.093750	1.10000000E+1	
371.58200	1.10000000E+1	
372.070310	5.00000000E+0	
372.558590	1.00000000E+1	
373.046880	1.00000000E+1	
373.535160	9.00000000E+0	
374.023440	8.00000000E+0	
374.511720	9.00000000E+0	
375.00	7.00000000E+0	
375.488280	8.00000000E+0	
375.976560	8.00000000E+0	
376.464840	1.00000000E+1	
376.953130	1.10000000E+1	
377.441410	1.20000000E+1	
377.929690	9.00000000E+0	
378.41800	8.00000000E+0	
378.906250	1.30000000E+1	
379.394530	6.00000000E+0	
379.882810	8.00000000E+0	
380.371090	8.00000000E+0	
380.859380	1.10000000E+1	
381.347660	6.00000000E+0	
381.835940	7.00000000E+0	
382.324220	6.00000000E+0	
382.812500	9.00000000E+0	
383.300780	1.20000000E+1	
383.789060	8.00000000E+0	
384.277340	5.00000000E+0	
384.765630	8.00000000E+0	
385.253910	4.00000000E+0	
385.742190	1.50000000E+1	
386.230470	6.00000000E+0	
386.718750	1.50000000E+1	
387.20700	8.00000000E+0	
387.695310	1.10000000E+1	
388.183590	5.00000000E+0	
388.671880	1.30000000E+1	
389.160160	4.00000000E+0	
389.648440	1.20000000E+1	
390.136720	8.00000000E+0	
390.62500	8.00000000E+0	
391.113280	8.00000000E+0	
391.601560	9.00000000E+0	
392.089840	3.00000000E+0	
392.578130	8.00000000E+0	
393.066410	1.30000000E+1	
393.554690	6.00000000E+0	
394.04300	9.00000000E+0	
394.531250	9.00000000E+0	
395.019530	4.00000000E+0	
395.507810	8.00000000E+0	
395.996090	6.00000000E+0	
396.484380	9.00000000E+0	
396.972660	1.00000000E+1	
397.460940	8.00000000E+0	
397.949220	1.40000000E+1	
398.437500	1.40000000E+1	
398.925780	8.00000000E+0	
399.414060	1.00000000E+1	
399.902340	1.40000000E+1	
400.390630	1.30000000E+1	
400.878910	7.00000000E+0	
401.367190	1.20000000E+1	
401.855470	8.00000000E+0	
402.343750	1.20000000E+1	
402.83200	7.00000000E+0	
403.320310	7.00000000E+0	
403.808590	8.00000000E+0	
404.296880	1.00000000E+1	
404.785160	9.00000000E+0	
405.273440	5.00000000E+0	
405.761720	1.00000000E+1	
406.2500	6.00000000E+0	
406.738280	5.00000000E+0	
407.226560	7.00000000E+0	
407.714840	8.00000000E+0	
408.203130	1.10000000E+1	
408.691410	7.00000000E+0	
409.179690	6.00000000E+0	
409.66800	8.00000000E+0	
410.156250	7.00000000E+0	
410.644530	1.10000000E+1	
411.132810	1.30000000E+1	
411.621090	8.00000000E+0	
412.109380	7.00000000E+0	
412.597660	9.00000000E+0	
413.085940	4.00000000E+0	
413.574220	1.00000000E+1	
414.062500	9.00000000E+0	
414.550780	9.00000000E+0	
415.039060	6.00000000E+0	
415.527340	3.00000000E+0	
416.015630	7.00000000E+0	
416.503910	8.00000000E+0	
416.992190	9.00000000E+0	
417.480470	7.00000000E+0	
417.968750	5.00000000E+0	
418.45700	1.10000000E+1	
418.945310	9.00000000E+0	
419.433590	5.00000000E+0	
419.921880	3.00000000E+0	
420.410160	9.00000000E+0	
420.898440	1.10000000E+1	
421.386720	5.00000000E+0	
421.87500	1.00000000E+1	
422.363280	9.00000000E+0	
422.851560	9.00000000E+0	
423.339840	6.00000000E+0	
423.828130	1.10000000E+1	
424.316410	1.00000000E+1	
424.804690	8.00000000E+0	
425.29300	1.20000000E+1	
425.781250	1.10000000E+1	
426.269530	6.00000000E+0	
426.757810	7.00000000E+0	
427.246090	7.00000000E+0	
427.734380	7.00000000E+0	
428.222660	1.00000000E+1	
428.710940	6.00000000E+0	
429.199220	5.00000000E+0	
429.687500	9.00000000E+0	
430.175780	6.00000000E+0	
430.664060	5.00000000E+0	
431.152340	4.00000000E+0	
431.640630	9.00000000E+0	
432.128910	6.00000000E+0	
432.617190	6.00000000E+0	
433.105470	1.10000000E+1	
433.593750	1.10000000E+1	
434.08200	7.00000000E+0	
434.570310	8.00000000E+0	
435.058590	8.00000000E+0	
435.546880	7.00000000E+0	
436.035160	1.00000000E+1	
436.523440	2.00000000E+0	
437.011720	4.00000000E+0	
437.500	1.20000000E+1	
437.988280	6.00000000E+0	
438.476560	3.00000000E+0	
438.964840	6.00000000E+0	
439.453130	7.00000000E+0	
439.941410	1.00000000E+1	
440.429690	8.00000000E+0	
440.91800	1.20000000E+1	
441.406250	1.30000000E+1	
441.894530	8.00000000E+0	
442.382810	9.00000000E+0	
442.871090	1.10000000E+1	
443.359380	8.00000000E+0	
443.847660	4.00000000E+0	
444.335940	6.00000000E+0	
444.824220	4.00000000E+0	
445.312500	4.00000000E+0	
445.800780	6.00000000E+0	
446.289060	9.00000000E+0	
446.777340	6.00000000E+0	
447.265630	1.20000000E+1	
447.753910	8.00000000E+0	
448.242190	1.20000000E+1	
448.730470	1.30000000E+1	
449.218750	4.00000000E+0	
449.70700	5.00000000E+0	
450.195310	1.20000000E+1	
450.683590	9.00000000E+0	
